id,ano,latitude_centro,longitude_centro,radius,distance_unit,populacao_total,renda_media,v01031_0_4anos,v01032_5_9anos,v01033_10_14anos,v01034_15_19anos,Total
447177,2022,"-2.359.301.769.495.650,00","-4.669.874.504.210.950,00",5,kilometer,198,"R$ 21.515,09",7,9,11,11,
458271,2022,"-235.997.910.813.481,00","-46.725.565.392.719.800,00",5,kilometer,312,"R$ 21.510,60",12,26,27,13,
447221,2022,"-23.612.247.540.439.300,00","-467.116.412.339.478,00",5,kilometer,219,"R$ 21.499,24",4,15,18,6,
458312,2022,"-23.588.929.598.668.200,00","-4.674.100.028.902.410,00",5,kilometer,766,"R$ 21.492,27",36,65,74,62,
447272,2022,"-2.358.496.395.705.090,00","-4.670.808.253.300.540,00",5,kilometer,191,"R$ 21.397,63",6,13,10,6,
441529,2022,"-23.620.198.749.017.900,00","-46.694.993.029.663.100,00",5,kilometer,238,"R$ 21.322,79",23,10,10,8,
455491,2022,"-23.618.404.405.359.700,00","-4.674.266.695.179.300,00",5,kilometer,272,"R$ 21.264,65",11,8,22,18,
452190,2022,"-2.363.455.534.692.110,00","-4.671.502.731.794.380,00",5,kilometer,710,"R$ 21.262,66",44,64,78,40,
458301,2022,"-23.607.793.093.526.300,00","-467.351.188.338.414,00",5,kilometer,648,"R$ 21.230,77",46,58,54,37,
455399,2022,"-2.362.663.843.296.630,00","-4.672.375.657.992.340,00",5,kilometer,173,"R$ 21.205,91",5,15,10,7,
458299,2022,"-2.360.603.563.572.550,00","-46.734.891.913.618.400,00",5,kilometer,872,"R$ 21.168,40",76,95,71,52,
455302,2022,"-23.624.007.464.651.600,00","-4.671.305.914.895.510,00",5,kilometer,104,"R$ 21.149,77",0,,0,0,
441424,2022,"-23.602.690.061.456.900,00","-46.695.263.963.541.000,00",5,kilometer,203,"R$ 21.004,05",29,10,8,4,
455473,2022,"-23.630.785.333.052.500,00","-4.673.180.425.236.520,00",5,kilometer,284,"R$ 20.914,69",7,16,18,13,
450146,2022,"-23.587.714.626.264.800,00","-4.676.009.633.897.430,00",5,kilometer,572,"R$ 20.817,24",32,24,27,37,
455489,2022,"-23.627.518.424.044.700,00","-4.671.980.098.588.710,00",5,kilometer,324,"R$ 20.722,13",33,23,15,13,
441528,2022,"-23.621.773.280.174.500,00","-4.669.656.196.122.990,00",5,kilometer,404,"R$ 20.685,65",40,29,16,19,
452256,2022,"-23.626.569.193.176.900,00","-46.697.169.289.097.200,00",5,kilometer,642,"R$ 20.657,49",68,59,56,37,
455358,2022,"-2.361.747.393.060.880,00","-46.738.743.179.325.600,00",5,kilometer,364,"R$ 20.613,79",15,17,21,24,
447227,2022,"-2.360.443.006.212.270,00","-4.672.365.954.447.870,00",5,kilometer,353,"R$ 20.538,73",10,17,17,20,
447252,2022,"-2.361.148.982.672.300,00","-4.670.752.405.282.340,00",5,kilometer,315,"R$ 20.505,31",9,12,9,14,
452333,2022,"-2.364.397.902.781.050,00","-4.672.152.744.850.920,00",5,kilometer,422,"R$ 20.486,60",42,20,17,11,
455301,2022,"-23.622.758.269.892.300,00","-4.671.996.945.313.500,00",5,kilometer,540,"R$ 20.341,66",16,28,21,27,
458300,2022,"-2.360.682.373.448.660,00","-46.735.756.222.037.200,00",5,kilometer,648,"R$ 20.294,88",64,73,48,28,
455462,2022,"-23.622.871.126.864.700,00","-4.673.952.122.883.770,00",5,kilometer,538,"R$ 20.218,61",46,50,41,22,
