CEP,Bairro,renda_mediana_2025,mediana_criancas_0_18,populacao_mediana,distancia_mediana_km,mediana_0_4,mediana_5_9,mediana_10_14,mediana_15_19,pontos,score_trafego_2025
05778-150,Parque Arariba,2436.16,124.5,513.5,3.97,27.0,30.0,37.0,30.5,2,303302.0
04564-003,Cidade Monções,9158.3,33.0,298.0,3.58,14.0,4.0,5.0,10.0,1,302223.74
05724-003,Vila Andrade,10342.01,29.0,305.0,2.5,11.0,7.0,9.0,8.0,3,299918.25
05844-110,Jardim São Luís,3386.98,88.0,557.0,3.59,17.0,16.0,27.0,28.0,1,298054.22
05750-000,Super Quadra Morumbi,8716.22,34.0,206.0,3.97,8.0,14.0,8.0,4.0,1,296351.45
05659-010,Fazenda Morumbi,1715.19,172.0,573.5,3.15,35.5,44.5,46.0,46.0,2,295012.09
04675-905,Jardim Taquaral,6331.92,46.5,321.5,4.19,11.0,11.0,10.0,14.5,2,294434.18
05815-055,Jardim São João,2913.0,101.0,421.0,3.86,18.0,25.0,27.0,31.0,1,294213.24
05755-090,,6383.53,46.0,204.0,4.7,9.0,13.0,11.0,13.0,1,293642.6
05777-100,Vila Nova das Belezas,2933.67,100.0,508.0,3.29,26.0,26.0,26.0,22.0,1,293366.53
05736-110,Jardim Ingá,2320.01,126.0,348.5,3.31,30.5,36.0,53.0,66.0,2,292321.02
04719-060,Chácara Santo Antônio (Zona Sul),9125.83,32.0,213.0,0.44,5.0,13.0,11.0,3.0,1,292026.5
05843-180,Jardim São Luís,2849.33,102.0,491.0,2.93,16.0,25.0,28.0,33.0,1,290631.38
04559-011,Brooklin Paulista,12601.44,23.0,103.0,4.32,3.0,6.0,9.0,5.0,1,289833.18
05842-090,Jardim Casablanca,3292.45,88.0,408.0,3.58,22.0,23.0,24.0,19.0,1,289736.0
05765-200,Jardim Olinda,2556.67,113.0,354.0,4.43,25.0,28.0,30.0,30.0,1,288904.09
04710-020,Santo Amaro,10689.88,27.0,240.0,2.22,6.0,9.0,6.0,6.0,1,288626.84
05780-210,Vila Prel,3652.14,79.0,599.0,4.26,15.0,24.0,19.0,21.0,1,288519.43
04709-011,Santo Amaro,8873.1,32.5,299.5,2.15,6.0,7.5,6.5,12.5,2,288375.84
04617-004,Campo Belo,9600.08,30.0,243.0,4.52,5.0,9.0,8.0,8.0,1,288002.48
05767-390,Jardim Catanduva,2547.11,113.0,414.0,4.56,19.0,27.0,27.0,40.0,1,287823.42
05816-200,Recanto Santo Antônio,2470.7,116.0,471.5,4.63,23.0,32.5,27.5,33.0,2,286600.64
05844-010,Jardim São Luís,3580.87,80.0,414.0,3.82,13.0,21.0,14.0,32.0,1,286469.57
05780-340,Vila Prel,3624.49,79.0,459.0,4.24,15.0,23.0,18.0,23.0,1,286335.02
04571-000,Cidade Monções,20414.91,14.0,196.0,3.15,6.0,4.0,,4.0,1,285808.79
05814-110,Jardim Ibirapuera,2508.24,113.5,404.0,3.43,23.5,29.5,30.0,30.5,4,284685.72
05775-120,Parque Regina,2888.3,98.5,392.0,3.92,18.0,26.5,24.5,29.0,4,284497.25
05814-190,Jardim Ibirapuera,2460.32,115.0,375.0,3.37,19.0,27.0,31.0,38.0,1,282937.17
05710-070,Jardim Caboré,7072.06,40.0,227.0,4.38,9.0,10.0,10.0,11.0,1,282882.6
05754-030,Umarizal,4158.08,68.0,325.0,4.41,17.0,17.0,14.0,20.0,1,282749.5
05723-380,Jardim Santo Antônio,2727.72,103.5,445.5,2.06,23.0,25.0,22.0,33.5,2,282319.34
04617-002,Campo Belo,11245.67,25.0,225.0,4.28,4.5,7.0,6.0,7.5,2,281141.73
05634-050,Jardim Monte Kemel,7333.46,38.0,257.0,4.51,8.0,11.0,8.0,11.0,1,278671.65
04625-050,Nova Piraju,8706.22,32.0,251.0,4.78,10.0,7.0,8.0,7.0,1,278598.94
05634-100,Jardim Monte Kemel,8433.89,33.0,216.0,4.62,8.0,9.0,7.0,9.0,1,278318.4
05814-160,Jardim Ibirapuera,2455.28,113.0,490.0,3.56,19.0,31.0,28.0,35.0,1,277446.18
04563-011,Cidade Monções,11072.88,25.0,257.0,3.78,11.0,7.0,7.0,,1,276822.03
05657-060,Fazenda Morumbi,23001.0,12.0,167.0,1.91,,,5.0,7.0,1,276012.06
04766-001,Socorro,4498.27,61.0,309.0,3.93,8.0,21.0,14.0,18.0,1,274394.75
05750-130,Super Quadra Morumbi,2764.71,99.0,365.0,4.16,18.0,23.0,35.0,26.0,5,273706.48
05805-030,Jardim São Luís,3508.29,78.0,402.0,2.67,20.0,18.0,20.0,20.0,1,273646.57
04727-001,Vila Cruzeiro,4633.4,59.0,409.0,0.93,13.0,11.0,14.0,21.0,1,273370.48
05731-320,Vila Ernesto,4130.57,66.0,426.0,3.1,13.0,14.0,19.0,20.0,1,272617.54
04559-905,Brooklin Paulista,16018.96,17.0,225.0,4.15,6.0,,5.0,6.0,1,272322.33
05632-000,Jardim Monte Kemel,2745.85,99.0,457.0,4.09,23.0,26.0,29.0,21.0,1,271839.23
05849-200,Jardim Germânia,2790.77,97.0,473.0,4.66,14.0,25.0,19.0,39.0,1,270704.57
04568-010,Brooklin Paulista,19314.83,14.0,227.0,3.17,8.5,6.0,2.5,,2,270407.6
04654-015,Jardim Alvorada (Zona Sul),4499.64,60.0,306.0,4.56,18.0,14.0,13.0,15.0,1,269978.25
05736-190,Jardim São Roque,1936.32,139.0,462.0,3.2,26.0,24.0,52.0,37.0,1,269148.88
05766-290,Jardim Olinda,4634.44,58.0,251.5,4.29,11.0,13.5,12.0,21.5,2,268797.38
05813-090,Jardim São Luís,2714.68,99.0,384.0,2.94,27.0,28.0,29.0,15.0,3,268753.06
05835-000,Vila das Belezas,7659.09,35.0,250.0,3.43,12.0,8.0,7.0,8.0,1,268068.28
05756-370,Jardim Umarizal,2759.94,97.0,289.0,4.5,22.0,26.0,27.0,22.0,1,267714.35
04559-010,Brooklin Paulista,14836.76,18.0,172.0,4.43,4.0,6.0,5.0,3.0,1,267061.69
04685-000,Vila Sofia,8858.31,30.0,283.0,3.41,8.0,6.5,5.0,11.0,3,265749.21
05814-120,Jardim Ibirapuera,2653.72,100.0,509.0,3.65,22.0,28.0,20.0,30.0,1,265371.64
05634-110,Jardim Monte Kemel,4348.64,61.0,334.0,4.19,15.0,15.0,18.0,13.0,1,265267.3
04616-004,Campo Belo,9102.35,29.0,240.0,4.65,3.0,10.0,6.0,10.0,1,263968.07
05814-100,Jardim Ibirapuera,2152.1,122.0,349.0,3.38,27.5,31.0,26.0,37.0,5,262556.19
05665-120,Paraisópolis,2424.2,108.0,347.5,1.97,17.5,30.0,32.5,28.0,2,261813.67
04623-011,Brooklin Paulista,7690.11,34.0,209.5,4.33,10.0,17.0,8.0,7.5,2,261463.59
05813-030,Jardim São Luís,2141.19,122.0,418.0,3.19,28.0,28.0,23.0,30.0,15,261224.59
05756-400,Jardim Umarizal,2457.84,106.0,449.5,4.47,20.5,27.5,28.0,30.0,2,260531.04
05633-030,Jardim Monte Kemel,3587.49,72.0,389.0,4.55,15.0,25.0,14.0,18.0,1,258299.12
05844-150,Jardim São Luís,2555.17,101.0,454.0,3.48,25.0,31.0,18.0,27.0,1,258072.36
04624-900,Vila Congonhas,8286.04,31.0,262.0,4.47,7.0,8.0,9.0,7.0,1,256867.22
04757-120,Jardim Dom Bosco,6405.02,40.0,375.0,1.98,7.0,14.0,7.0,12.0,1,256200.71
04619-032,Campo Belo,13468.21,19.0,214.0,4.22,4.0,4.0,3.0,8.0,1,255896.04
05846-050,Vila Maracanã,4858.17,52.5,293.5,3.91,17.0,16.0,7.5,12.0,2,255053.76
04567-030,Cidade Monções,11071.54,23.0,92.0,3.49,3.0,9.0,5.0,6.0,1,254645.45
04635-001,Vila Alexandria,7669.85,33.0,259.5,4.64,7.0,11.0,8.0,7.0,2,253104.94
04728-090,Jardim Caravelas,5272.71,48.0,378.0,0.41,18.0,9.0,5.0,16.0,1,253090.25
05766-340,Jardim Olinda,2567.05,98.5,367.5,4.03,18.0,26.0,23.5,31.0,2,252854.53
04581-000,Vila Cordeiro,9340.6,27.0,249.0,3.17,10.0,4.0,4.0,9.0,1,252196.21
05633-000,Jardim Monte Kemel,4376.58,57.0,322.0,4.18,11.0,13.0,13.0,20.0,1,249465.27
05756-320,Jardim Umarizal,2283.86,109.0,393.0,3.98,20.0,27.0,30.0,32.0,1,248941.0
05844-195,Jardim São Luís,2136.88,116.0,482.0,4.06,30.0,25.0,35.0,26.0,3,247877.74
05723-400,Jardim Santo Antônio,2910.35,85.0,297.0,2.22,19.0,25.0,19.0,22.0,1,247379.4
05612-000,Jardim Guedala,27467.88,9.0,213.0,4.66,,,9.0,,1,247210.88
04719-917,Chácara Santo Antônio (Zona Sul),6677.6,37.0,300.0,0.26,7.0,11.0,11.0,8.0,1,247071.12
05841-130,Vila das Belezas,4168.49,59.0,275.0,3.05,12.0,16.0,12.0,19.0,1,245940.76
04710-220,Santo Amaro,7816.55,31.0,332.0,1.66,6.0,5.0,10.0,10.0,1,242313.2
05690-050,Vila Tramontano,9653.41,25.0,194.0,2.5,6.0,9.0,5.0,5.0,1,241335.23
05845-260,Jardim Brasília,2411.55,100.0,393.0,3.69,29.0,24.0,18.0,29.0,1,241154.76
05775-160,Parque Regina,2701.29,89.0,384.0,4.01,19.0,17.0,27.0,26.0,1,240414.89
05778-250,Parque Arariba,1987.55,120.0,455.0,4.18,21.0,38.0,29.0,32.0,1,238505.65
05766-270,Jardim Olinda,2503.86,95.0,348.0,4.13,24.0,22.5,25.5,23.0,2,237866.24
05736-160,Jardim Ingá,2660.96,88.0,351.0,3.47,19.0,19.0,22.0,20.0,3,234164.33
04755-050,Santo Amaro,6316.61,37.0,212.0,1.47,12.0,10.0,11.0,8.0,3,233714.72
05710-030,Jardim Vazani,7491.86,31.0,172.0,4.16,6.0,13.0,6.0,6.0,1,232247.7
05841-100,Vila das Belezas,4936.45,47.0,304.0,3.19,13.0,7.0,12.0,15.0,1,232013.0
04702-000,Santo Amaro,10083.39,23.0,280.0,2.36,6.5,5.5,3.0,8.0,2,231918.03
05818-340,Jardim Leni,1864.01,124.0,427.0,3.79,23.0,34.0,24.0,31.0,3,231137.03
04729-000,Jardim Caravelas,4914.42,47.0,267.0,1.16,11.0,11.0,12.0,13.0,1,230977.79
05818-250,Jardim Leni,2465.14,93.5,325.5,3.75,19.5,19.5,25.0,29.5,2,230490.55
05775-260,Parque Regina,2530.48,91.0,350.0,4.07,15.0,24.0,21.0,31.0,3,230273.49
05802-140,Jardim São Luís,1891.13,121.0,384.5,3.2,30.0,32.5,36.0,35.0,7,228826.45
05624-001,Vila Morse,6258.24,36.5,230.0,4.51,6.0,8.0,10.5,12.0,2,228425.78
05812-030,Jardim São Luís,2618.13,87.0,412.0,3.13,18.0,28.0,18.0,23.0,1,227777.39
04634-045,Jardim Brasil (Zona Sul),7818.26,29.0,163.0,4.42,4.0,7.0,8.0,10.0,1,226729.66
04634-020,Jardim Brasil (Zona Sul),9805.55,23.0,234.0,4.46,8.0,6.0,6.0,12.0,3,225527.55
05818-300,Jardim Vergueiro,2186.39,102.5,397.5,3.95,19.5,26.5,39.0,28.5,4,224105.17
04601-902,Campo Belo,13162.17,17.0,203.0,3.93,,5.0,5.0,7.0,1,223756.93
05801-120,Jardim Mirante,3233.56,69.0,315.0,2.36,13.0,20.0,16.0,20.0,1,223115.72
04741-010,Jardim Santo Amaro,7195.65,31.0,228.0,2.79,6.0,10.0,9.0,6.0,1,223065.15
05727-220,Vila Andrade,8572.49,26.0,149.0,2.46,7.0,6.0,10.0,3.0,1,222884.76
04634-050,Jardim Brasil (Zona Sul),7606.28,29.0,334.0,4.84,7.0,12.0,7.0,3.0,1,220581.99
05774-220,Parque Regina,2672.0,82.0,375.0,3.67,22.0,23.0,20.0,17.0,1,219104.01
04662-010,Santo Amaro,6590.21,33.0,172.0,3.07,3.0,10.0,15.0,5.0,1,217476.95
04567-080,Cidade Monções,8364.13,26.0,211.0,3.31,7.0,7.0,6.0,6.0,1,217467.35
05778-090,Parque Arariba,3145.39,69.0,378.0,3.68,22.0,16.0,17.0,14.0,1,217031.8
05750-220,Super Quadra Morumbi,6182.11,35.0,245.0,4.27,6.0,11.0,8.0,10.0,1,216374.0
05846-175,Conjunto Promorar São Luis,2077.98,104.0,455.0,4.22,27.0,20.0,29.0,28.0,1,216110.29
04713-001,Chácara Santo Antônio (Zona Sul),4215.57,51.0,298.0,1.48,6.0,14.0,7.0,24.0,1,214993.83
05812-070,Jardim São Luís,2558.65,84.0,381.0,3.15,20.0,19.0,24.0,21.0,1,214926.47
04751-030,Santo Amaro,6685.02,32.0,149.0,2.1,6.0,5.0,11.0,10.0,1,213920.78
05801-110,Jardim Mirante,1825.42,115.0,349.0,2.73,28.0,28.0,29.0,30.0,1,209923.27
05641-050,Vila Suzana,12326.31,17.0,126.0,2.86,5.0,3.0,,9.0,1,209547.27
05777-000,Vila Prel,2633.87,79.0,382.0,4.59,11.0,17.0,27.0,24.0,1,208076.01
05765-140,Jardim Olinda,2596.06,80.0,330.0,4.51,19.5,22.5,12.0,26.0,2,207684.71
04750-030,Santo Amaro,10116.98,20.5,308.5,1.7,3.0,8.5,8.0,6.5,2,207398.09
04614-010,Campo Belo,11503.55,18.0,225.0,4.31,8.0,3.0,4.0,3.0,1,207063.83
04726-200,Vila Cruzeiro,12171.04,17.0,275.0,0.23,5.0,4.0,4.0,4.0,1,206907.74
05734-020,Parque Reboucas,1906.08,108.0,310.5,3.6,26.0,26.5,32.0,23.5,2,205857.17
05752-000,Jardim Maria Duarte,4470.52,46.0,324.0,4.38,7.0,13.0,11.0,15.0,1,205643.92
05730-150,Vila Andrade,2626.86,78.0,403.0,3.5,17.0,18.0,17.0,26.0,1,204895.29
05819-010,Jardim Santa Josefina,2799.9,73.0,331.0,4.72,17.0,10.0,20.0,26.0,1,204393.05
04714-001,Chácara Santo Antônio (Zona Sul),10190.47,20.0,194.0,1.29,4.0,5.0,7.0,4.0,1,203809.45
05773-020,Parque Regina,2327.31,87.0,341.5,4.24,21.5,19.5,20.5,28.0,6,202475.77
05841-150,Vila das Belezas,3094.96,65.0,387.0,3.23,20.0,15.0,17.0,13.0,1,201172.47
04726-220,Vila Cruzeiro,11798.5,17.0,268.0,0.11,5.0,29.5,7.0,23.0,6,200574.47
05632-010,Jardim Monte Kemel,2430.99,82.5,312.5,3.93,18.5,22.0,17.5,24.5,2,200556.37
04674-090,Jardim Itapeva,6059.35,33.0,211.0,4.4,6.0,9.0,9.0,9.0,1,199958.53
05816-190,Recanto Santo Antônio,2414.3,82.0,282.0,4.31,23.0,13.0,14.0,32.0,1,197972.31
04561-070,Brooklin Paulista,8966.65,22.0,242.0,3.94,4.0,7.0,3.0,8.0,1,197266.22
05776-360,Vila Franca,2017.27,97.0,373.0,3.21,18.0,22.0,25.0,32.0,1,195674.73
04770-020,Jardim Guarapiranga,4884.15,40.0,216.0,4.9,4.0,8.0,11.0,17.0,1,195365.94
05847-620,Jardim Brasília,1908.26,102.0,344.0,4.47,22.0,26.5,25.0,27.5,14,194642.74
05690-010,Vila Tramontano,7459.69,26.0,171.0,2.22,5.0,6.0,7.0,8.0,1,193952.06
05774-260,Parque Regina,2419.64,80.0,348.0,3.9,15.0,17.0,25.0,23.0,1,193571.53
04763-000,Socorro,5185.11,37.0,252.0,3.69,8.0,4.0,7.0,18.0,1,191848.95
05844-020,Jardim São Luís,2018.8,95.0,251.0,4.32,16.0,26.0,22.0,31.0,1,191786.13
05734-010,Parque Reboucas,1742.14,109.0,263.0,3.44,23.0,26.0,23.0,37.0,3,189893.72
05841-140,Vila das Belezas,2040.73,93.0,367.0,3.43,21.0,19.0,25.0,28.0,1,189788.34
05765-160,Jardim Olinda,1783.82,105.0,366.5,4.47,18.0,27.0,28.5,31.5,2,187300.75
05843-290,Jardim São Luís,2124.32,88.0,277.0,2.68,25.0,22.0,17.0,24.0,1,186940.35
04743-050,Santo Amaro,3131.75,59.0,434.0,2.87,13.0,15.0,13.0,18.0,1,184773.12
04563-010,Cidade Monções,12280.65,15.0,247.0,3.82,5.0,3.0,3.0,4.0,1,184209.8
05632-030,Jardim Monte Kemel,4829.51,38.0,259.0,4.4,10.0,5.0,9.0,14.0,1,183521.21
05625-070,Vila Sônia,6793.49,27.0,227.0,4.65,6.0,6.0,8.0,7.0,1,183424.24
04709-040,Santo Amaro,9652.55,19.0,237.0,1.95,,6.0,6.0,7.0,1,183398.53
04753-020,Santo Amaro,5381.65,34.0,167.0,1.78,9.0,6.0,9.0,10.0,1,182976.21
05632-090,Vila Sônia,5560.08,32.5,207.0,4.61,6.0,8.0,8.0,10.5,2,180702.71
04632-010,Jardim Aeroporto,16377.35,11.0,269.0,4.57,4.0,4.0,0.0,3.0,1,180150.8
05836-300,Jardim Monte Azul,3531.1,51.0,272.0,3.06,9.0,13.0,14.0,15.0,1,180086.13
04762-020,Vila Socorro,4694.89,38.0,188.0,3.66,8.0,12.0,12.0,6.0,1,178405.83
05776-530,Jardim São Roque,2225.85,80.0,297.0,2.91,13.0,32.0,19.0,16.0,1,178067.74
05659-000,Paraisópolis,2431.71,73.0,457.0,3.46,11.0,19.0,23.0,20.0,3,177515.11
05662-000,Jardim Morumbi,9291.63,19.0,182.0,2.66,5.0,5.0,,9.0,1,176540.94
04634-030,Jardim Brasil (Zona Sul),7043.68,25.0,174.0,4.7,7.0,3.0,6.0,9.0,1,176091.88
05624-100,Vila Morse,4497.15,39.0,250.0,4.24,5.0,13.0,6.0,15.0,1,175389.01
04760-020,Vila Socorro,2692.52,64.5,289.0,3.12,10.5,16.0,16.0,22.0,2,173667.83
05632-040,Jardim Monte Kemel,2818.95,61.0,265.0,4.5,11.0,12.0,19.0,19.0,3,171956.0
04664-145,Jardim Marajoara,14283.65,12.0,49.0,3.45,3.0,4.0,5.0,,1,171403.85
05709-030,Vila Suzana,14218.05,12.0,88.0,3.36,,6.0,,6.0,1,170616.6
05765-240,Jardim Olinda,2751.16,62.0,268.0,4.33,12.0,10.0,16.0,24.0,1,170572.16
05775-200,Parque Regina,2503.17,68.0,332.5,4.08,15.0,22.5,19.0,25.0,5,170215.42
05849-480,Jardim Germânia,4335.54,39.0,229.0,4.58,14.0,8.0,7.0,10.0,1,169085.87
04581-903,Vila Cordeiro,9919.42,17.0,185.0,3.21,5.0,,6.0,6.0,1,168630.09
05843-160,Jardim São Luís,2425.29,68.0,263.0,2.81,13.0,21.0,17.0,17.0,1,164919.86
05846-270,Jardim Casablanca,2102.07,78.0,314.5,4.55,11.5,18.5,22.0,26.0,4,163961.1
04620-004,Campo Belo,2295.72,71.0,229.0,4.09,24.0,19.0,16.0,12.0,1,162996.42
05735-070,Parque Reboucas,1958.2,83.0,267.0,3.89,19.0,22.0,19.0,23.0,1,162530.48
05628-040,Vila Sônia,4244.12,38.0,260.0,4.21,8.0,10.0,7.0,13.0,1,161276.44
04626-000,Santo Amaro,10027.16,16.0,115.0,4.36,,8.0,5.0,3.0,1,160434.49
05843-310,Jardim São Luís,2757.22,58.0,315.0,3.21,9.0,19.0,16.0,14.0,1,159918.53
04673-180,Vila Anhangüera,6122.96,26.0,184.0,3.89,4.0,9.0,7.0,6.0,1,159196.84
04760-070,Vila Socorro,2007.77,79.0,297.0,3.59,17.0,22.0,23.0,17.0,1,158613.92
05815-095,Jardim São Francisco de Assis,1546.48,97.0,382.0,3.86,16.0,15.0,26.0,40.0,1,150008.14
04619-001,Campo Belo,21391.27,7.0,165.0,3.88,,4.0,3.0,,1,149738.89
04606-003,Campo Belo,12288.33,12.0,201.0,4.18,7.0,6.0,4.0,5.0,3,147460.0
05642-909,Vila Suzana,6133.93,24.0,157.0,2.64,3.0,10.0,8.0,3.0,1,147214.27
05729-100,Vila Andrade,1909.2,77.0,246.0,2.93,19.0,31.0,16.0,17.0,3,147008.67
04662-020,Santo Amaro,6855.94,21.0,109.0,3.34,3.0,11.0,3.0,4.0,1,143974.77
04603-039,Santo Amaro,12932.94,11.0,249.0,2.64,3.0,4.0,,4.0,1,142262.33
05626-100,Vila Sônia,2727.99,52.0,218.0,4.24,8.0,16.0,15.0,13.0,1,141855.71
04726-230,Vila Cruzeiro,5449.6,26.0,157.0,0.18,6.0,9.0,5.0,6.0,1,141689.65
05640-002,Jardim Londrina,11708.52,12.0,115.0,3.33,,,3.0,9.0,1,140502.28
05712-040,Jardim Parque Morumbi,2529.07,54.0,279.5,2.1,30.5,26.0,24.0,21.5,3,136570.03
04704-020,Jardim das Acácias,13138.51,10.0,226.0,2.78,5.0,5.0,,,1,131385.06
05776-460,Jardim Eliza,3181.98,41.0,222.0,3.54,6.0,8.0,10.0,17.0,1,130461.13
04730-030,Várzea de Baixo,4589.15,28.0,167.0,1.15,4.0,6.0,8.0,10.0,1,128496.2
05815-070,Jardim São Francisco de Assis,3484.76,36.5,165.5,3.8,11.0,23.0,12.0,7.5,2,127193.6
05813-050,Jardim São Luís,2048.9,62.0,230.0,2.92,56.5,49.5,15.0,22.0,3,127031.84
05814-200,Jardim Ibirapuera,2046.26,62.0,202.5,3.58,14.5,16.5,13.0,18.0,2,126868.21
04724-010,Santo Amaro,8211.67,15.0,133.0,1.51,5.0,6.0,,4.0,1,123175.03
05778-290,Parque Arariba,3284.9,37.0,185.0,3.92,7.0,11.0,11.0,8.0,1,121541.33
05741-210,Jardim Morro Verde,1911.99,63.0,199.0,4.33,8.5,18.5,14.0,22.0,2,120455.54
05705-260,Paraíso do Morumbi,11919.97,10.0,105.0,1.16,,6.0,4.0,,1,119199.7
04635-020,Vila Alexandria,6249.5,19.0,161.0,4.22,4.0,,7.0,8.0,1,118740.44
04567-060,Cidade Monções,7837.67,15.0,98.0,3.27,4.0,6.0,,5.0,1,117565.02
05778-280,Parque Arariba,3257.49,35.5,178.0,3.96,8.0,18.0,16.0,21.0,2,115640.79
04672-120,Jardim Bélgica,6372.22,18.0,117.0,3.45,7.0,,0.0,11.0,1,114699.89
05742-140,Jardim Taboão,6006.64,19.0,63.0,4.38,7.0,,5.0,7.0,1,114126.07
05756-230,Vila Nova Pirajussara,1591.22,71.0,156.0,4.49,17.0,19.0,19.0,16.0,1,112976.65
04705-080,Vila Gertrudes,27195.54,4.0,134.0,2.22,40.0,26.0,20.0,5.0,3,108782.15
05736-170,Jardim São Roque,2169.99,49.0,139.0,3.13,10.0,17.0,17.0,5.0,1,106329.55
04620-010,Campo Belo,4255.27,23.5,128.5,4.16,4.0,5.5,12.0,20.0,2,99998.94
05663-030,Paraisópolis,2226.7,44.0,237.0,2.92,8.0,11.0,16.0,40.0,5,97974.86
04675-060,Jardim Taquaral,3534.01,26.0,258.0,4.16,7.0,4.0,6.0,9.0,1,91884.29
05628-030,Jardim Colombo,3477.08,26.0,169.0,4.36,4.0,7.0,8.0,7.0,1,90404.11
04604-007,Santo Amaro,18076.33,5.0,228.0,4.42,,5.0,,,1,90381.64
05731-250,Vila Plana,4650.64,19.0,160.0,3.14,5.0,6.0,3.0,5.0,1,88362.2
05633-040,Jardim Monte Kemel,4646.51,19.0,159.0,4.59,,6.0,7.0,6.0,1,88283.64
05775-190,Parque Regina,3267.08,27.0,161.0,3.96,6.0,8.0,4.0,9.0,1,88211.14
05842-030,Vila das Belezas,1904.98,46.0,181.0,3.73,14.0,12.0,10.0,10.0,1,87628.9
05777-180,Vila Nova das Belezas,3070.97,28.5,134.5,3.72,7.5,4.5,8.5,8.0,2,87522.53
05820-130,Jardim Ymay,2406.9,34.0,157.0,3.99,5.0,8.0,8.0,13.0,1,81834.75
04905-000,Jardim das Flores,5309.92,15.0,102.0,4.47,6.0,3.0,,6.0,1,79648.74
05679-010,Jardim Panorama,1804.78,43.0,199.0,3.87,8.0,14.0,20.0,14.0,4,77605.54
05774-280,Parque Regina,2036.84,37.0,166.0,3.75,8.0,10.0,9.0,10.0,3,75363.17
04673-170,Vila Anhangüera,5767.43,12.0,119.0,3.72,,6.0,6.0,,1,69209.22
05773-040,Parque Regina,2144.32,31.0,105.0,4.02,11.0,4.0,19.0,12.0,3,66473.77
05819-090,Jardim Santa Josefina,1750.39,36.0,116.0,4.29,3.0,8.0,10.0,15.0,1,63014.07
04709-010,Chácara Santo Antônio (Zona Sul),7259.84,8.0,98.0,1.9,,3.0,,5.0,1,58078.76
04705-000,Vila Gertrudes,18705.36,3.0,253.0,2.17,,,,3.0,1,56116.09
04726-180,Vila Cruzeiro,8756.66,6.0,101.0,0.23,6.0,,,,1,52539.93
04571-110,Cidade Monções,9975.1,5.0,95.0,3.88,,,,5.0,1,49875.5
05718-300,Vila Andrade,12124.2,4.0,141.0,2.31,4.0,,,,1,48496.79
04555-000,Brooklin Paulista,15685.98,3.0,204.0,4.37,0.0,,1.5,3.0,2,47057.94
04556-300,Brooklin Paulista,14159.33,3.0,124.0,4.18,,,0.0,3.0,1,42477.99
05818-350,Jardim Leni,2262.25,18.5,115.5,3.77,5.0,5.5,6.0,4.0,2,41851.67
05765-250,Jardim Olinda,1935.95,21.0,89.0,4.42,4.0,0.0,12.0,5.0,1,40655.02
04711-030,Vila São Francisco (Zona Sul),4233.87,9.0,77.0,1.4,3.0,,3.0,3.0,1,38104.85
04609-011,Campo Belo,2130.0,16.0,107.0,3.8,,5.0,6.0,5.0,1,34080.08
05725-060,Vila Andrade,8422.5,4.0,120.0,2.43,,,0.0,4.0,1,33690.01
04618-916,Campo Belo,10721.28,3.0,168.0,3.88,,,3.0,,1,32163.83
05659-900,Paraisópolis,10101.49,3.0,45.0,3.16,,,0.0,3.0,1,30304.47
05773-110,Parque Regina,2739.75,11.0,63.0,4.35,5.0,3.0,,3.0,1,30137.28
04744-030,Santo Amaro,7977.11,3.0,43.0,2.44,,,3.0,,1,23931.33
05773-070,Parque Regina,2138.42,8.0,37.0,4.03,3.0,8.0,0.0,5.0,2,17107.35
04794-000,Vila Gertrudes,7210.57,0.0,71.0,0.55,3.0,4.0,4.0,5.0,3,0.0
05693-000,Jardim Morumbi,24427.98,0.0,104.0,1.08,0.0,,0.0,0.0,1,0.0
04729-080,Jardim Caravelas,7363.12,0.0,11.0,0.4,0.0,0.0,0.0,0.0,1,0.0
04673-150,Vila Anhangüera,7475.46,0.0,64.0,3.93,0.0,,,0.0,1,0.0
05778-120,Parque Arariba,2509.43,0.0,21.0,3.9,0.0,0.0,0.0,0.0,1,0.0
04710-180,Santo Amaro,6705.14,0.0,42.0,1.87,0.0,0.0,0.0,,1,0.0
04747-001,Santo Amaro,6516.06,0.0,34.0,3.05,,,,0.0,1,0.0
05715-010,Vila Andrade,14777.84,0.0,125.0,2.14,,0.0,,,1,0.0
04604-005,Santo Amaro,14214.95,0.0,150.0,3.98,0.0,0.0,0.0,0.0,1,0.0
04603-004,Santo Amaro,9463.3,0.0,119.0,4.49,0.0,0.0,,,1,0.0
04607-901,Campo Belo,9739.87,0.0,158.0,4.27,0.0,,,0.0,1,0.0
04623-070,Brooklin Paulista,,0.0,,4.46,,,,,1,
04624-002,Vila Congonhas,,0.0,,4.48,,,,,1,
04674-150,Jardim Itapeva,,0.0,,4.58,,,,,1,
04795-912,Vila Almeida,,0.0,,4.22,,,,,1,
05665-140,Paraisópolis,,0.0,,2.01,,,,,1,
05743-240,Jardim Nadir,,0.0,,4.47,,,,,1,
05835-005,Vila Maracanã,,0.0,,4.53,,,,,1,
