id,ano,latitude_centro,longitude_centro,radius,distance_unit,populacao_total,renda_media,v01031_0_4anos,v01032_5_9anos,v01033_10_14anos,v01034_15_19anos,Total,CEP
432080,2022,-23.6285804375296,-46.6780562185784,5,kilometer,356.0,"9706,97",14.0,11.0,18.0,22.0,65,04623-050
432081,2022,-23.6294207562433,-46.67584038356689,5,kilometer,280.0,"12730,77",8.0,14.0,16.0,19.0,57,04623-050
432082,2022,-23.6230552177791,-46.6778564348938,5,kilometer,201.0,"21540,79",16.0,14.0,13.0,9.0,52,04603-002
432083,2022,-23.6228987810812,-46.6765585059955,5,kilometer,336.0,"39652,59",27.0,36.0,29.0,12.0,104,04603-002
432084,2022,-23.6335183918436,-46.6773552405134,5,kilometer,393.0,"18251,29",14.0,10.0,25.0,31.0,80,04620-004
432085,2022,-23.6310279471047,-46.6794080793723,5,kilometer,324.0,"17389,53",9.0,17.0,22.0,23.0,71,04623-050
432086,2022,-23.6388889370626,-46.673910392759,5,kilometer,176.0,"6554,67",,7.0,7.0,4.0,18,04635-052
432087,2022,-23.6400301509208,-46.6755799496326,5,kilometer,297.0,"7556,32",7.0,5.0,12.0,15.0,39,04626-001
432088,2022,-23.6215138716432,-46.6831515746288,5,kilometer,343.0,"19381,65",7.0,18.0,17.0,12.0,54,04556-500
432089,2022,-23.6199316373672,-46.6817634405953,5,kilometer,257.0,"14179,61",9.0,7.0,13.0,12.0,41,04556-500
432090,2022,-23.6189819262189,-46.681608574719,5,kilometer,240.0,"15162,68",4.0,9.0,8.0,11.0,32,04556-500
432091,2022,-23.6186275422001,-46.6740414313966,5,kilometer,200.0,"21059,28",10.0,11.0,,5.0,26,04610-003
